term,idf
петрущенков,4.605170
петь,3.912023
пехота,4.605170
пехотинец,4.605170
печатать,3.912023
печататься,3.912023
печатныи,3.912023
печатный,2.995732
печать,3.912023
печень,4.605170
печея,3.506558
печной,4.605170
печура,4.605170
печь,2.207275
пешеход,3.912023
пешеходноя,4.605170
пешия,3.912023
пзрк,4.605170
пзс,4.605170
пзу,3.912023
пи,3.912023
пианино,4.605170
пианка,4.605170
пиб,4.605170
пиво,3.912023
пивовар,4.605170
пивоварение,3.912023
пивоваров,4.605170
пигмалион,4.605170
пигмент,4.605170
пизоль,4.605170
пий,4.605170
пик,2.813411
пикар,4.605170
пикара,4.605170
пикет,4.605170
пикколо,4.605170
пиковатт,4.605170
пиковый,2.995732
пикси,4.605170
пиксин,4.605170
пикт,4.605170
пила,3.912023
пиломатериал,4.605170
пилон,4.605170
пилорама,4.605170
пилос,4.605170
пилот,2.995732
пилотажныи,4.605170
пилотажный,3.912023
пилотирование,3.912023
пилотировать,4.605170
пилотныи,4.605170
пилотный,4.605170
пимоненко,4.605170
пинд,4.605170
пинцет,4.605170
пионер,2.813411
пионерский,4.605170
пиотровския,3.912023
пипин,4.605170
пирамида,3.218876
пират,4.605170
пирен,4.605170
пиренеиск,3.912023
пиренеиский,4.605170
пирл,4.605170
пиролиз,4.605170
пиролитическия,4.605170
пирометаллургический,4.605170
пирометаллургическия,3.912023
пирометаллургическои,4.605170
пирометаллургия,4.605170
пирометр,3.912023
пиропатрон,4.605170
пироэлектрик,4.605170
пирс,4.605170
писание,4.605170
писаныи,4.605170
писателей,4.605170
писатель,2.659260
писать,1.514128
писаться,3.218876
писец,4.605170
пистер,4.605170
письменность,3.506558
письменноя,3.912023
письменныи,4.605170
письменный,2.659260
письмо,2.525729
пит,4.605170
питавшия,4.605170
питание,1.427116
питательность,4.605170
питательноя,4.605170
питательный,2.525729
питать,2.407946
питаться,2.302585
питающиисеться,4.605170
питер,2.407946
питерс,4.605170
питт,4.605170
питчбек,4.605170
пить,3.218876
пифагор,3.912023
пифагореицев,4.605170
пиццикато,4.605170
пишущие,4.605170
пища,2.525729
пищеварение,4.605170
пищеварительноя,4.605170
пищевои,2.813411
пищевой,2.659260
пищей,3.912023
пк,3.506558
пкв,4.605170
пкэ,4.605170
плав,4.605170
плавать,2.995732
плавающей,3.912023
плавильныи,4.605170
плавильный,4.605170
плавить,3.912023
плавиться,3.506558
плавка,3.506558
плавки,3.506558
плавкой,4.605170
плавление,2.659260
плавно,3.912023
плавность,3.912023
плавный,3.506558
плавт,3.912023
плавтовския,4.605170
плавучий,3.912023
плазма,2.525729
плазменнодуговой,4.605170
плазменный,3.506558
плазмои,4.605170
пламенноя,4.605170
пламень,3.912023
план,1.966113
планета,2.659260
планетарный,3.506558
планетный,4.605170
планетоход,4.605170
планиметр,4.605170
планиметрия,4.605170
планирование,2.302585
планировать,2.813411
планироваться,2.995732
планк,4.605170
планка,2.813411
планкалкюль,4.605170
планковский,3.506558
планковскои,4.605170
плановый,3.912023
плановыя,3.912023
плантагенет,4.605170
планшет,3.912023
планшетныи,4.605170
планшетный,3.912023
пласт,3.912023
пластида,4.605170
пластик,3.912023
пластика,3.912023
пластиковой,3.912023
пластиковый,3.912023
пластина,2.120264
пластинка,3.218876
пластинкой,4.605170
пластинчатый,2.995732
пластически,4.605170
